postcode, woonplaats, gemeente, provincie, breedtegraad, lengtegraad
2490, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2491, Den Haag, Den Haag, Zuid-Holland, 52.0699178, 4.3876135
2492, Den Haag, Den Haag, Zuid-Holland, 52.0636724, 4.4126867
2493, Den Haag, Den Haag, Zuid-Holland, 52.0573774, 4.4035413
2495, Den Haag, Den Haag, Zuid-Holland, 52.0563021, 4.3610449
2496, Den Haag, Den Haag, Zuid-Holland, 52.0492854, 4.3713307
2497, Den Haag, Den Haag, Zuid-Holland, 52.0389706, 4.3631992
2498, Den Haag, Den Haag, Zuid-Holland, 52.0315953, 4.3831807
2500, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2501, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2502, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2503, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2504, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2505, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2506, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2507, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2508, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2509, Den Haag, Den Haag, Zuid-Holland, 52.0869351, 4.3155204
2511, Den Haag, Den Haag, Zuid-Holland, 52.0790863, 4.3190482
2512, Den Haag, Den Haag, Zuid-Holland, 52.0742791, 4.3052854
2513, Den Haag, Den Haag, Zuid-Holland, 52.0797955, 4.299635
2514, Den Haag, Den Haag, Zuid-Holland, 52.084722, 4.3101618
2515, Den Haag, Den Haag, Zuid-Holland, 52.0711662, 4.3178146
2516, Den Haag, Den Haag, Zuid-Holland, 52.0663158, 4.3414621
2517, Den Haag, Den Haag, Zuid-Holland, 52.0895671, 4.2865074
2518, Den Haag, Den Haag, Zuid-Holland, 52.0801488, 4.2899304
2521, Den Haag, Den Haag, Zuid-Holland, 52.0631285, 4.3198159
2522, Den Haag, Den Haag, Zuid-Holland, 52.0601333, 4.3291074
2523, Den Haag, Den Haag, Zuid-Holland, 52.0572194, 4.3180824
2524, Den Haag, Den Haag, Zuid-Holland, 52.0526894, 4.3149385
2525, Den Haag, Den Haag, Zuid-Holland, 52.06108, 4.3032365
2526, Den Haag, Den Haag, Zuid-Holland, 52.0688811, 4.3076999
2531, Den Haag, Den Haag, Zuid-Holland, 52.0504046, 4.3048307
2532, Den Haag, Den Haag, Zuid-Holland, 52.04548, 4.2943174
2533, Den Haag, Den Haag, Zuid-Holland, 52.0523718, 4.28726
2541, Den Haag, Den Haag, Zuid-Holland, 52.0433108, 4.2809869
2542, Den Haag, Den Haag, Zuid-Holland, 52.0383843, 4.2704843
2543, Den Haag, Den Haag, Zuid-Holland, 52.0413737, 4.2612031
2544, Den Haag, Den Haag, Zuid-Holland, 52.0379392, 4.2460684
2545, Den Haag, Den Haag, Zuid-Holland, 52.0516968, 4.269286
2546, Den Haag, Den Haag, Zuid-Holland, 52.0575478, 4.2726238
2547, Den Haag, Den Haag, Zuid-Holland, 52.062372, 4.2676802
2548, Den Haag, Den Haag, Zuid-Holland, 52.0310257, 4.2904563
2551, Den Haag, Den Haag, Zuid-Holland, 52.0595187, 4.2363825
2552, Den Haag, Den Haag, Zuid-Holland, 52.0537747, 4.2484934
2553, Den Haag, Den Haag, Zuid-Holland, 52.0468992, 4.2182285
2554, Den Haag, Den Haag, Zuid-Holland, 52.06928, 4.2232578
2555, Den Haag, Den Haag, Zuid-Holland, 52.0660605, 4.2390061
2561, Den Haag, Den Haag, Zuid-Holland, 52.0784917, 4.2807301
2562, Den Haag, Den Haag, Zuid-Holland, 52.0751033, 4.2826458
2563, Den Haag, Den Haag, Zuid-Holland, 52.0702918, 4.2688992
2564, Den Haag, Den Haag, Zuid-Holland, 52.0680022, 4.2587971
2565, Den Haag, Den Haag, Zuid-Holland, 52.0759228, 4.2600138
2566, Den Haag, Den Haag, Zuid-Holland, 52.081437, 4.2543591
2571, Den Haag, Den Haag, Zuid-Holland, 52.0689576, 4.2873864
2572, Den Haag, Den Haag, Zuid-Holland, 52.0640732, 4.2939462
2573, Den Haag, Den Haag, Zuid-Holland, 52.0644259, 4.2842477
2574, Den Haag, Den Haag, Zuid-Holland, 52.0639713, 4.278489
2581, Den Haag, Den Haag, Zuid-Holland, 52.0921637, 4.2698284
2582, Den Haag, Den Haag, Zuid-Holland, 52.0939393, 4.2757952
2583, Den Haag, Den Haag, Zuid-Holland, 52.090738, 4.2541606
2584, Den Haag, Den Haag, Zuid-Holland, 52.1023763, 4.2811649
2585, Den Haag, Den Haag, Zuid-Holland, 52.0943777, 4.3002696
2586, Den Haag, Den Haag, Zuid-Holland, 52.1096695, 4.2814776
2587, Den Haag, Den Haag, Zuid-Holland, 52.1118404, 4.2948375
2591, Den Haag, Den Haag, Zuid-Holland, 52.0907388, 4.3632065
2592, Den Haag, Den Haag, Zuid-Holland, 52.0912173, 4.3502495
2593, Den Haag, Den Haag, Zuid-Holland, 52.0861751, 4.3429446
2594, Den Haag, Den Haag, Zuid-Holland, 52.0942158, 4.3409469
2595, Den Haag, Den Haag, Zuid-Holland, 52.0812517, 4.332406
2596, Den Haag, Den Haag, Zuid-Holland, 52.0936681, 4.3196925
2597, Den Haag, Den Haag, Zuid-Holland, 52.1097515, 4.315684
2600, Delft, Delft, Zuid-Holland, 52.0111076, 4.3566778
2601, Delft, Delft, Zuid-Holland, 52.0111076, 4.3566778
2611, Delft, Delft, Zuid-Holland, 52.0125913, 4.3590515
2612, Delft, Delft, Zuid-Holland, 52.0190058, 4.3649355
2613, Delft, Delft, Zuid-Holland, 52.0116901, 4.3475376
2614, Delft, Delft, Zuid-Holland, 52.0095284, 4.3342058
2616, Delft, Delft, Zuid-Holland, 52.0171476, 4.3792724
2622, Delft, Delft, Zuid-Holland, 51.9814255, 4.3411751
2623, Delft, Delft, Zuid-Holland, 51.9846053, 4.3627732
2624, Delft, Delft, Zuid-Holland, 51.991495, 4.3557381
2625, Delft, Delft, Zuid-Holland, 51.9922092, 4.33637
2626, Delft, Delft, Zuid-Holland, 51.9751995, 4.3661635
2627, Delft, Delft, Zuid-Holland, 51.9842464, 4.3724582
2628, Delft, Delft, Zuid-Holland, 52.0013243, 4.3767752
2629, Delft, Delft, Zuid-Holland, 51.9850245, 4.3871967
2630, Nootdorp, Pijnacker-Nootdorp, Zuid-Holland, 52.0457064, 4.4729491
2631, Nootdorp, Pijnacker-Nootdorp, Zuid-Holland, 52.039803, 4.4121456
2632, Nootdorp, Pijnacker-Nootdorp, Zuid-Holland, 52.0479345, 4.3898329
2635, Den Hoorn, Midden-Delfland, Zuid-Holland, 51.9995814, 4.3301033
2636, Schipluiden, Midden-Delfland, Zuid-Holland, 51.975149, 4.3201488
2640, Pijnacker, Pijnacker-Nootdorp, Zuid-Holland, 52.003371, 4.4346532
2641, Pijnacker, Pijnacker-Nootdorp, Zuid-Holland, 52.0282796, 4.436355
2642, Pijnacker, Pijnacker-Nootdorp, Zuid-Holland, 52.0092089, 4.4495773
2643, Pijnacker, Pijnacker-Nootdorp, Zuid-Holland, 52.0028001, 4.4436686
2645, Delfgauw, Pijnacker-Nootdorp, Zuid-Holland, 52.0091941, 4.3967708
2650, Berkel en Rodenrijs, Lansingerland, Zuid-Holland, 52.0463895, 4.4876313
2651, Berkel en Rodenrijs, Lansingerland, Zuid-Holland, 52.0162623, 4.4735032
2652, Berkel en Rodenrijs, Lansingerland, Zuid-Holland, 51.9979283, 4.4672927
2660, Bergschenhoek, Lansingerland, Zuid-Holland, 52.0415113, 4.5039862
2661, Bergschenhoek, Lansingerland, Zuid-Holland, 51.9831471, 4.5072177
2662, Bergschenhoek, Lansingerland, Zuid-Holland, 51.9850209, 4.4928735
2665, Bleiswijk, Lansingerland, Zuid-Holland, 52.0094799, 4.5384196
2670, Naaldwijk, Westland, Zuid-Holland, 51.9861935, 4.206201
2671, Naaldwijk, Westland, Zuid-Holland, 51.9916086, 4.2065916
2672, Naaldwijk, Westland, Zuid-Holland, 51.9977992, 4.2188676
2673, Naaldwijk, Westland, Zuid-Holland, 52.0010123, 4.2031587
2675, Honselersdijk, Westland, Zuid-Holland, 52, 4.233333
2676, Maasdijk, Westland, Zuid-Holland, 51.9593107, 4.2144274
2678, De Lier, Westland, Zuid-Holland, 51.9744488, 4.2511633
2680, Monster, Westland, Zuid-Holland, 51.9861935, 4.206201
2681, Monster, Westland, Zuid-Holland, 52.0239545, 4.1731144
2684, Ter Heijde, Westland, Zuid-Holland, 52.0299823, 4.1677757
2685, Poeldijk, Westland, Zuid-Holland, 52.0230405, 4.2187772
2690, 's-Gravenzande, Westland, Zuid-Holland, 51.9861935, 4.206201
2691, 's-Gravenzande, Westland, Zuid-Holland, 51.9849551, 4.1699834
2692, 's-Gravenzande, Westland, Zuid-Holland, 51.9999732, 4.1576762
2693, 's-Gravenzande, Westland, Zuid-Holland, 51.9945318, 4.1803235
2694, 's-Gravenzande, Westland, Zuid-Holland, 52.0070288, 4.1643986
2700, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0383667, 4.4874537
2701, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0383667, 4.4874537
2702, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0383667, 4.4874537
2711, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0619937, 4.4923063
2712, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0499353, 4.4952457
2713, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0543248, 4.4845399
2715, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0546943, 4.474815
2716, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0569335, 4.4507206
2717, Zoetermeer, Zoetermeer, Zuid-Holland, 52.069515, 4.4690508
2718, Zoetermeer, Zoetermeer, Zuid-Holland, 52.039136, 4.5000171
2719, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0456444, 4.4684647
2721, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0534716, 4.541512
2722, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0547166, 4.5090727
2723, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0594964, 4.5229073
2724, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0652707, 4.5107895
2725, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0866321, 4.507733
2726, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0673948, 4.4899179
2727, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0719299, 4.5102405
2728, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0768352, 4.5208371
2729, Zoetermeer, Zoetermeer, Zuid-Holland, 52.0642748, 4.5367495
2730, Benthuizen, Rijnwoude, Zuid-Holland, 52.0751101, 4.5445181
2731, Benthuizen, Rijnwoude, Zuid-Holland, 52.0766777, 4.5430066
2735, Gelderswoude, Zoeterwoude, Zuid-Holland, 52.0909366, 4.5310052
2740, Waddinxveen, Waddinxveen, Zuid-Holland, 52.0431934, 4.6579012
2741, Waddinxveen, Waddinxveen, Zuid-Holland, 52.0408702, 4.6603398
2742, Waddinxveen, Waddinxveen, Zuid-Holland, 52.0424048, 4.6213579
2743, Waddinxveen, Waddinxveen, Zuid-Holland, 52.0352383, 4.6348713
2750, Moerkapelle, Zuidplas, Zuid-Holland, 52.0734433, 4.6593099
2751, Moerkapelle, Zuidplas, Zuid-Holland, 52.0544767, 4.584142
2752, Moerkapelle, Zuidplas, Zuid-Holland, 52.0402845, 4.5736313
2760, Zevenhuizen, Zuidplas, Zuid-Holland, 52.0091493, 4.5671016
2761, Zevenhuizen, Zuidplas, Zuid-Holland, 52.0116076, 4.5876983
2770, Boskoop, Boskoop, Zuid-Holland, 52.0704702, 4.6374051
2771, Boskoop, Boskoop, Zuid-Holland, 52.0742845, 4.6584762
2800, Gouda, Gouda, Zuid-Holland, 52.012556, 4.708884
2801, Gouda, Gouda, Zuid-Holland, 52.015206, 4.7050701
2802, Gouda, Gouda, Zuid-Holland, 52.0046635, 4.7032818
2803, Gouda, Gouda, Zuid-Holland, 52.0262685, 4.6938602
2804, Gouda, Gouda, Zuid-Holland, 52.0310227, 4.7077547
2805, Gouda, Gouda, Zuid-Holland, 52.0196976, 4.7254646
2806, Gouda, Gouda, Zuid-Holland, 52.0131733, 4.722717
2807, Gouda, Gouda, Zuid-Holland, 52.0096238, 4.745017
2808, Gouda, Gouda, Zuid-Holland, 52.0026314, 4.7209221
2809, Gouda, Gouda, Zuid-Holland, 52.0056974, 4.677305
2810, Reeuwijk, Reeuwijk, Zuid-Holland, 52.0428988, 4.7211643
2811, Reeuwijk, Reeuwijk, Zuid-Holland, 52.0459962, 4.7235288
2820, Stolwijk, Vlist, Zuid-Holland, 51.8759325, 4.5377609
2821, Stolwijk, Vlist, Zuid-Holland, 51.9736881, 4.7721019
2825, Berkenwoude, Bergambacht, Zuid-Holland, 51.945159, 4.7068241
2830, Gouderak, Ouderkerk, Zuid-Holland, 51.985302, 4.6767453
2831, Gouderak, Ouderkerk, Zuid-Holland, 51.9840209, 4.6772369
2840, Moordrecht, Zuidplas, Zuid-Holland, 52.016185, 4.6603333
2841, Moordrecht, Zuidplas, Zuid-Holland, 51.9873863, 4.6689582
2850, Haastrecht, Vlist, Zuid-Holland, 51.8802621, 4.5363699
2851, Haastrecht, Vlist, Zuid-Holland, 51.998047, 4.7773595
2855, Vlist, Vlist, Zuid-Holland, 51.9809619, 4.8171551
2860, Bergambacht, Bergambacht, Zuid-Holland, 51.9318964, 4.7827097
2861, Bergambacht, Bergambacht, Zuid-Holland, 51.9343982, 4.7856832
2865, Ammerstol, Bergambacht, Zuid-Holland, 51.9273544, 4.8077745
2870, Schoonhoven, Schoonhoven, Zuid-Holland, 51.9454225, 4.8519993
2871, Schoonhoven, Schoonhoven, Zuid-Holland, 51.9525204, 4.8432204
2900, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9224986, 4.5629844
2901, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9146801, 4.5643509
2902, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9247094, 4.579013
2903, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9294718, 4.5928166
2904, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9342328, 4.6066279
2905, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9411323, 4.5996313
2906, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9357444, 4.5678162
2907, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9457763, 4.5824901
2908, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.957818, 4.5795932
2909, Capelle aan den IJssel, Capelle aan den IJssel, Zuid-Holland, 51.9154297, 4.5449679
2910, Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, 51.9678752, 4.6170521
2911, Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, 51.9575549, 4.6202789
2912, Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, 51.9660917, 4.6054003
2913, Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, 51.9819, 4.6080252
2914, Nieuwerkerk aan den IJssel, Zuidplas, Zuid-Holland, 51.9761227, 4.6201103
2920, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.924447, 4.6044957
2921, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.9089135, 4.5764079
2922, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.9189403, 4.5910743
2923, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.9144235, 4.6049682
2924, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.924574, 4.616419
2925, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.9176753, 4.6234097
2926, Krimpen aan den IJssel, Krimpen aan den IJssel, Zuid-Holland, 51.9090324, 4.6073274
2930, Krimpen aan de Lek, Nederlek, Zuid-Holland, 51.9118641, 4.6425962
2931, Krimpen aan de Lek, Nederlek, Zuid-Holland, 51.8967207, 4.6249309
2935, Ouderkerk aan den IJssel, Ouderkerk, Zuid-Holland, 51.9324481, 4.6371786
2940, Lekkerkerk, Nederlek, Zuid-Holland, 51.9227856, 4.6854968
2941, Lekkerkerk, Nederlek, Zuid-Holland, 51.9021429, 4.6904306
2950, Alblasserdam, Alblasserdam, Zuid-Holland, 51.8505717, 4.6795684
2951, Alblasserdam, Alblasserdam, Zuid-Holland, 51.864516, 4.6616995
2952, Alblasserdam, Alblasserdam, Zuid-Holland, 51.8522331, 4.6710164
2953, Alblasserdam, Alblasserdam, Zuid-Holland, 51.8690364, 4.6478238
2954, Alblasserdam, Alblasserdam, Zuid-Holland, 51.8727595, 4.6874869
2957, Nieuw-Lekkerland, Nieuw-Lekkerland, Zuid-Holland, 51.8872759, 4.6858964
2959, Streefkerk, Liesveld, Zuid-Holland, 51.8998914, 4.74488
2960, Kinderdijk, Nieuw-Lekkerland, Zuid-Holland, 51.8177474, 3.9801001
2961, Kinderdijk, Nieuw-Lekkerland, Zuid-Holland, 51.8837436, 4.6330916
2964, Groot-Ammers, Liesveld, Zuid-Holland, 51.9246393, 4.8253021
2965, Nieuwpoort, Liesveld, Zuid-Holland, 51.9347419, 4.8692024
2967, Langerak, Liesveld, Zuid-Holland, 51.9323151, 4.8776587
2968, Waal, Liesveld, Zuid-Holland, 51.9381851, 4.9009372
2969, Oud-Alblas, Graafstroom, Zuid-Holland, 51.8569169, 4.7034111
2970, Bleskensgraaf, Graafstroom, Zuid-Holland, 51.8708591, 4.7805545
2971, Bleskensgraaf, Graafstroom, Zuid-Holland, 51.8724414, 4.7842567
2973, Molenaarsgraaf, Graafstroom, Zuid-Holland, 51.8776962, 4.8287892
2974, Brandwijk, Graafstroom, Zuid-Holland, 51.8895768, 4.813418
2975, Ottoland, Graafstroom, Zuid-Holland, 51.8908145, 4.8615678
2977, Goudriaan, Graafstroom, Zuid-Holland, 51.9025271, 4.9006544
2980, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8718157, 4.5996739
2981, Ridderkerk, Ridderkerk, Zuid-Holland, 51.867182, 4.5938908
2982, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8765788, 4.5905719
2983, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8865991, 4.6052313
2984, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8728112, 4.6191944
2985, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8615428, 4.6027016
2986, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8592785, 4.6266911
2987, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8876069, 4.5793958
2988, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8527779, 4.5898854
2989, Ridderkerk, Ridderkerk, Zuid-Holland, 51.8530202, 4.6175276
2990, Barendrecht, Barendrecht, Zuid-Holland, 51.8560474, 4.5370848
2991, Barendrecht, Barendrecht, Zuid-Holland, 51.8542806, 4.5511885
2992, Barendrecht, Barendrecht, Zuid-Holland, 51.8447535, 4.5236887
2993, Barendrecht, Barendrecht, Zuid-Holland, 51.8482482, 4.5015688
2994, Barendrecht, Barendrecht, Zuid-Holland, 51.8601475, 4.5018768
2995, Heerjansdam, Zwijndrecht, Zuid-Holland, 51.8359184, 4.5656402
3000, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3001, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3002, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3003, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3004, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3005, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3006, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3007, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3008, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3009, Rotterdam, Rotterdam, Zuid-Holland, 51.926789, 4.421901
3011, Rotterdam, Rotterdam, Zuid-Holland, 51.9176582, 4.4868516
3012, Rotterdam, Rotterdam, Zuid-Holland, 51.9194046, 4.4757692
3013, Rotterdam, Rotterdam, Zuid-Holland, 51.9242887, 4.4692509
3014, Rotterdam, Rotterdam, Zuid-Holland, 51.919772, 4.4660891
3015, Rotterdam, Rotterdam, Zuid-Holland, 51.9117502, 4.4680441
3016, Rotterdam, Rotterdam, Zuid-Holland, 51.9062395, 4.4736472
3021, Rotterdam, Rotterdam, Zuid-Holland, 51.9173832, 4.4592135
3022, Rotterdam, Rotterdam, Zuid-Holland, 51.9205044, 4.446733
3023, Rotterdam, Rotterdam, Zuid-Holland, 51.9123609, 4.4519174
3024, Rotterdam, Rotterdam, Zuid-Holland, 51.9028408, 4.4585002
3025, Rotterdam, Rotterdam, Zuid-Holland, 51.9080879, 4.442312
3026, Rotterdam, Rotterdam, Zuid-Holland, 51.9127262, 4.4422433
3027, Rotterdam, Rotterdam, Zuid-Holland, 51.9182359, 4.4366362
3028, Rotterdam, Rotterdam, Zuid-Holland, 51.9160876, 4.4233186
3029, Rotterdam, Rotterdam, Zuid-Holland, 51.9093228, 4.4271047
3031, Rotterdam, Rotterdam, Zuid-Holland, 51.9268133, 4.4899558
3032, Rotterdam, Rotterdam, Zuid-Holland, 51.9271821, 4.4802711
3033, Rotterdam, Rotterdam, Zuid-Holland, 51.92755, 4.4705878
3034, Rotterdam, Rotterdam, Zuid-Holland, 51.9332125, 4.4958649
3035, Rotterdam, Rotterdam, Zuid-Holland, 51.9324493, 4.4811214
3036, Rotterdam, Rotterdam, Zuid-Holland, 51.937717, 4.4819719
3037, Rotterdam, Rotterdam, Zuid-Holland, 51.9380852, 4.472285
3038, Rotterdam, Rotterdam, Zuid-Holland, 51.9356962, 4.465404
3039, Rotterdam, Rotterdam, Zuid-Holland, 51.9294172, 4.4562769
3041, Rotterdam, Rotterdam, Zuid-Holland, 51.9286487, 4.4415462
3042, Rotterdam, Rotterdam, Zuid-Holland, 51.9342811, 4.4327096
3043, Rotterdam, Rotterdam, Zuid-Holland, 51.9425476, 4.4242908
3044, Rotterdam, Rotterdam, Zuid-Holland, 51.9308754, 4.4175639
3045, Rotterdam, Rotterdam, Zuid-Holland, 51.9534913, 4.4503965
3046, Rotterdam, Rotterdam, Zuid-Holland, 51.9650044, 4.426248
3047, Rotterdam, Rotterdam, Zuid-Holland, 51.9474058, 4.400721
3051, Rotterdam, Rotterdam, Zuid-Holland, 51.945865, 4.4767883
3052, Rotterdam, Rotterdam, Zuid-Holland, 51.9513791, 4.4711778
3053, Rotterdam, Rotterdam, Zuid-Holland, 51.9658091, 4.4751291
3054, Rotterdam, Rotterdam, Zuid-Holland, 51.9547782, 4.4863536
3055, Rotterdam, Rotterdam, Zuid-Holland, 51.9593073, 4.5065996
3056, Rotterdam, Rotterdam, Zuid-Holland, 51.9497774, 4.5131822
3059, Rotterdam, Rotterdam, Zuid-Holland, 51.9829108, 4.5821069
3061, Rotterdam, Rotterdam, Zuid-Holland, 51.9261967, 4.5061
3062, Rotterdam, Rotterdam, Zuid-Holland, 51.9294658, 4.5245068
3063, Rotterdam, Rotterdam, Zuid-Holland, 51.9109104, 4.524732
3064, Rotterdam, Rotterdam, Zuid-Holland, 51.9106043, 4.5498655
3065, Rotterdam, Rotterdam, Zuid-Holland, 51.9257119, 4.5531555
3066, Rotterdam, Rotterdam, Zuid-Holland, 51.9362452, 4.5548838
3067, Rotterdam, Rotterdam, Zuid-Holland, 51.9470301, 4.5501455
3068, Rotterdam, Rotterdam, Zuid-Holland, 51.9578166, 4.545404
3069, Rotterdam, Rotterdam, Zuid-Holland, 51.9635842, 4.5333275
3071, Rotterdam, Rotterdam, Zuid-Holland, 51.911653, 4.5053635
3072, Rotterdam, Rotterdam, Zuid-Holland, 51.9018612, 4.4842992
3073, Rotterdam, Rotterdam, Zuid-Holland, 51.8919713, 4.5005481
3074, Rotterdam, Rotterdam, Zuid-Holland, 51.8941095, 4.5138783
3075, Rotterdam, Rotterdam, Zuid-Holland, 51.8850831, 4.5075435
3076, Rotterdam, Rotterdam, Zuid-Holland, 51.8738149, 4.5251799
3077, Rotterdam, Rotterdam, Zuid-Holland, 51.8993857, 4.5488395
3078, Rotterdam, Rotterdam, Zuid-Holland, 51.888858, 4.547115
3079, Rotterdam, Rotterdam, Zuid-Holland, 51.8783319, 4.5453915
3081, Rotterdam, Rotterdam, Zuid-Holland, 51.8952188, 4.4848488
3082, Rotterdam, Rotterdam, Zuid-Holland, 51.887935, 4.467456
3083, Rotterdam, Rotterdam, Zuid-Holland, 51.8871996, 4.4867975
3084, Rotterdam, Rotterdam, Zuid-Holland, 51.8808041, 4.4808997
3085, Rotterdam, Rotterdam, Zuid-Holland, 51.8737954, 4.4911173
3086, Rotterdam, Rotterdam, Zuid-Holland, 51.8746537, 4.4685611
3087, Rotterdam, Rotterdam, Zuid-Holland, 51.8925546, 4.4503638
3088, Rotterdam, Rotterdam, Zuid-Holland, 51.8717422, 4.4405503
3089, Rotterdam, Rotterdam, Zuid-Holland, 51.8907725, 4.4273885
3100, Schiedam, Schiedam, Zuid-Holland, 51.9127229, 4.4007511
3101, Schiedam, Schiedam, Zuid-Holland, 51.9127229, 4.4007511
3102, Schiedam, Schiedam, Zuid-Holland, 51.9127229, 4.4007511
3109, Schiedam, Schiedam, Zuid-Holland, 51.9127229, 4.4007511
3111, Schiedam, Schiedam, Zuid-Holland, 51.9170532, 4.3975325
3112, Schiedam, Schiedam, Zuid-Holland, 51.9192046, 4.4108427
3113, Schiedam, Schiedam, Zuid-Holland, 51.9079827, 4.4098706
3114, Schiedam, Schiedam, Zuid-Holland, 51.9035256, 4.4051116
3115, Schiedam, Schiedam, Zuid-Holland, 51.9002374, 4.3867711
3116, Schiedam, Schiedam, Zuid-Holland, 51.9092732, 4.3930597
3117, Schiedam, Schiedam, Zuid-Holland, 51.912895, 4.3847207
3118, Schiedam, Schiedam, Zuid-Holland, 51.9165164, 4.3763809
3119, Schiedam, Schiedam, Zuid-Holland, 51.9224408, 4.3951437
3121, Schiedam, Schiedam, Zuid-Holland, 51.9320802, 4.3853199
3122, Schiedam, Schiedam, Zuid-Holland, 51.9313021, 4.3706077
3123, Schiedam, Schiedam, Zuid-Holland, 51.9488451, 4.3620192
3124, Schiedam, Schiedam, Zuid-Holland, 51.9481271, 4.3813674
3125, Schiedam, Schiedam, Zuid-Holland, 51.9313584, 4.4046645
3130, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9059, 4.34531
3131, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9126785, 4.336911
3132, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9138591, 4.3047281
3133, Vlaardingen, Vlaardingen, Zuid-Holland, 51.8973512, 4.3215761
3134, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9066987, 4.3554018
3135, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9172329, 4.3570546
3136, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9280069, 4.3522652
3137, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9390201, 4.341028
3138, Vlaardingen, Vlaardingen, Zuid-Holland, 51.9266761, 4.3164285
3140, Maassluis, Maassluis, Zuid-Holland, 51.9861935, 4.206201
3141, Maassluis, Maassluis, Zuid-Holland, 51.9202985, 4.2733714
